#
#   VizieR Astronomical Server: vizier.nao.ac.jp    	2008-09-08T15:17:26
#   (replaces the 'Astrores' format originally described at
#    http://vizier.u-strasbg.fr/doc/astrores.htx)
#   In case of problem, please report to:	question@simbad.u-strasbg.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	-ref=VOTx29447	
#INFO	-out.max=50000	

#RESOURCE=yCat_9010
#Name: IX/10A
#Title: ROSAT All-Sky Bright Source Catalogue (1RXS) (Voges+ 1999)
#Table	IX_10A_1rxs:
#Name: IX/10A/1rxs
#Title: The 1RXS catalogue
#Column	_RAJ2000	(A11)	Right ascension (FK5) Equinox=J2000. (computed by VizieR, not part of the original data)	[ucd=pos.eq.ra;meta.main]
#Column	_DEJ2000	(A11)	Declination (FK5) Equinox=J2000. (computed by VizieR, not part of the original data)	[ucd=pos.eq.dec;meta.main]
#Column	1RXS	(a16)	ROSAT All-Sky Survey Catalogue source name (1)	[ucd=meta.id;meta.main]
#Column	PosErr	(I2)	? Total positional error (including 6" systematic error)	[ucd=stat.error]
#_RAJ2000	_DEJ2000	1RXS	PosErr
#"h:m:s"	"d:m:s"		arcsec
#-----------	-----------	----------------	--
* V 8
18 00 57.50	+54 10 30.5	J180057.5+541030	 9
18 01 00.00	+23 39 36.5	J180100.0+233936	 8
18 01 07.00	+02 13 13.5	J180107.0+021313	 9
18 01 08.70	-25 04 44.5	J180108.7-250444	 7
18 01 12.60	-25 44 35.0	J180112.6-254435	 8
18 01 30.00	+21 35 31.0	J180130.0+213531	10
18 01 32.10	+44 04 19.0	J180132.1+440419	10
18 01 32.30	-20 31 32.5	J180132.3-203132	 6
18 01 42.30	+27 57 59.5	J180142.3+275759	 8
18 01 44.20	+29 50 40.5	J180144.2+295040	12
18 01 47.51	+27 39 18.5	J180147.5+273918	 9
18 02 06.70	+18 04 38.0	J180206.7+180438	 8
18 02 08.60	+18 30 43.0	J180208.6+183043	12
18 02 11.60	+40 26 34.0	J180211.6+402634	 8
18 02 14.50	+47 01 12.0	J180214.5+470112	 9
18 02 16.30	+64 15 46.5	J180216.3+641546	 6
18 02 19.50	-24 51 57.5	J180219.5-245157	19
18 02 28.59	-52 36 43.5	J180228.6-523643	27
18 02 35.20	+30 33 20.0	J180235.2+303320	10
18 02 39.20	+33 56 39.0	J180239.2+335639	 8
18 02 42.40	+42 47 34.0	J180242.4+424734	23
18 02 56.90	+04 31 03.5	J180256.9+043103	14
18 02 59.80	-41 26 50.0	J180259.8-412650	21
18 03 03.60	+25 59 32.5	J180303.6+255932	 9
18 03 03.90	-51 38 56.0	J180303.9-513856	17
18 03 04.60	-08 10 49.0	J180304.6-081049	14
18 03 05.80	-03 37 40.5	J180305.8-033740	12
18 03 12.70	+04 51 28.5	J180312.7+045128	16
18 03 16.60	+04 48 25.5	J180316.6+044825	44
18 03 26.20	-25 15 56.0	J180326.2-251556	14
18 03 28.40	+67 38 06.5	J180328.4+673806	 6
18 03 40.01	+40 12 14.0	J180340.0+401214	 8
18 03 46.00	-28 28 30.5	J180346.0-282830	25
18 03 54.30	+53 56 49.0	J180354.3+535649	 8
18 04 08.70	+00 42 29.5	J180408.7+004229	11
18 04 08.90	-34 20 58.0	J180408.9-342058	16
18 04 16.60	-24 22 06.5	J180416.6-242206	20
18 04 26.30	+39 30 44.5	J180426.3+393044	 9
18 04 30.50	+10 02 47.5	J180430.5+100247	16
18 04 31.10	-27 39 32.5	J180431.1-273932	15
18 04 43.40	+40 04 59.0	J180443.4+400459	 8
18 05 05.80	-04 10 37.0	J180505.8-041037	 8
18 05 10.90	-24 23 54.0	J180510.9-242354	11
18 05 27.20	+02 30 14.5	J180527.2+023014	 7
18 05 31.50	+72 04 22.5	J180531.5+720422	 6
18 05 33.90	-19 45 17.5	J180533.9-194517	 9
18 05 49.90	+21 26 38.0	J180549.9+212638	 6
18 05 56.10	-34 38 18.0	J180556.1-343818	 9
18 06 05.79	-19 59 18.5	J180605.8-195918	11
18 06 24.10	-36 01 19.0	J180624.1-360119	11
18 06 31.80	-12 53 40.0	J180631.8-125340	15
18 06 34.60	+61 35 54.5	J180634.6+613554	11
18 06 42.00	+23 18 20.0	J180642.0+231820	 8
18 06 50.20	+69 49 23.0	J180650.2+694923	 6
18 06 51.90	+29 31 17.5	J180651.9+293117	28
18 06 59.10	-50 02 47.0	J180659.1-500247	11
18 07 00.70	-48 15 06.0	J180700.7-481506	10
18 07 22.50	-16 59 44.5	J180722.5-165944	16
18 07 24.20	+19 42 17.5	J180724.2+194217	 7
18 07 29.00	+43 27 45.0	J180729.0+432745	 8
18 07 30.10	+75 31 16.5	J180730.1+753116	 8
18 07 33.50	-15 57 47.0	J180733.5-155747	11
18 07 49.60	+26 05 58.0	J180749.6+260558	 7
18 07 50.80	+11 20 27.5	J180750.8+112027	21
18 07 51.80	+05 51 44.0	J180751.8+055144	 7
18 08 15.90	+29 41 27.0	J180815.9+294127	 6
18 08 16.40	+23 50 33.5	J180816.4+235033	19
18 08 20.20	-56 45 22.5	J180820.2-564522	13
18 08 24.10	-46 27 25.5	J180824.1-462725	36
18 08 24.50	-23 09 17.5	J180824.5-230917	22
18 08 30.72	+31 33 19.1	J180830.7+313319	
18 08 34.70	+10 10 41.0	J180834.7+101041	12
18 08 34.90	+31 27 43.0	J180834.9+312743	11
18 08 36.31	-04 26 22.5	J180836.3-042622	14
18 08 47.70	-26 00 37.0	J180847.7-260037	13
18 08 53.50	+37 07 02.0	J180853.5+370702	 9
18 09 03.00	-04 14 15.5	J180903.0-041415	23
18 09 20.60	+09 09 07.5	J180920.6+090907	10
18 09 21.50	+29 57 04.5	J180921.5+295704	 7
18 09 25.60	+20 41 30.5	J180925.6+204130	14
18 09 34.20	+03 59 33.5	J180934.2+035933	19
18 09 51.50	-19 43 45.5	J180951.5-194345	13
18 09 54.50	+69 40 46.5	J180954.5+694046	 6
18 09 59.60	+51 55 05.0	J180959.6+515505	 7
18 10 09.40	+54 57 20.0	J181009.4+545720	 8
18 10 16.10	+36 45 59.0	J181016.1+364559	 9
18 10 24.30	+33 24 02.0	J181024.3+332402	 8
18 10 30.00	+49 56 15.0	J181030.0+495615	10
18 10 48.90	+70 16 01.0	J181048.9+701601	 7
18 11 00.00	+49 54 30.0	J181100.0+495430	12
18 11 05.70	+35 43 42.0	J181105.7+354342	11
18 11 06.50	+19 55 43.0	J181106.5+195543	14
18 11 06.50	-17 10 20.0	J181106.5-171020	22
18 11 10.80	+12 43 17.5	J181110.8+124317	16
18 11 15.20	-01 01 11.5	J181115.2-010111	13
18 11 16.40	-78 59 19.0	J181116.4-785919	11
18 11 19.40	-27 59 39.5	J181119.4-275939	14
18 11 30.80	-19 25 36.0	J181130.8-192536	13
18 11 32.20	+23 55 16.5	J181132.2+235516	 8
18 11 51.60	-48 08 44.5	J181151.6-480844	11
18 12 21.50	+22 35 52.0	J181221.5+223552	14
18 12 23.70	-31 56 36.5	J181223.7-315636	14
18 12 24.30	-10 43 59.0	J181224.3-104359	 8
18 12 28.20	+54 47 01.0	J181228.2+544701	 9
18 12 32.51	-73 40 30.5	J181232.5-734030	14
18 12 34.70	+39 51 24.0	J181234.7+395124	 8
18 12 58.60	+41 06 04.0	J181258.6+410604	17
18 13 00.80	+57 59 06.0	J181300.8+575906	 7
18 13 06.10	+26 01 45.0	J181306.1+260145	 8
18 13 19.70	-61 26 47.0	J181319.7-612647	17
18 13 22.10	+19 01 17.5	J181322.1+190117	10
18 13 33.71	+45 31 18.5	J181333.7+453118	 7
18 13 40.80	+30 01 43.5	J181340.8+300143	 8
18 13 47.70	+11 00 52.5	J181347.7+110052	13
18 13 48.40	+38 44 57.0	J181348.4+384457	 8
18 13 53.70	+64 23 48.5	J181353.7+642348	 6
18 13 59.60	+02 23 51.0	J181359.6+022351	16
18 14 03.60	+38 28 04.0	J181403.6+382804	 9
18 14 14.80	+18 15 53.5	J181414.8+181553	34
18 14 17.10	+02 55 44.5	J181417.1+025544	12
18 14 17.30	+12 46 00.0	J181417.3+124600	14
18 14 22.50	+02 21 28.0	J181422.5+022128	18
18 14 22.60	-32 46 22.0	J181422.6-324622	12
18 14 29.19	-18 16 14.5	J181429.2-181614	22
18 14 31.60	-17 09 17.0	J181431.6-170917	 8
18 14 37.40	+04 04 51.0	J181437.4+040451	20
18 14 43.80	+39 36 38.0	J181443.8+393638	11
18 15 06.10	-12 05 45.0	J181506.1-120545	10
18 15 11.00	+29 48 27.5	J181511.0+294827	15
18 15 14.70	-49 27 55.0	J181514.7-492755	15
18 15 37.90	+38 19 27.5	J181537.9+381927	10
18 15 45.50	-16 40 43.0	J181545.4-164043	
18 16 01.20	-14 02 13.0	J181601.2-140213	 7
18 16 09.00	-58 44 09.5	J181609.0-584409	14
18 16 10.91	+58 55 39.5	J181610.9+585539	 7
18 16 13.80	+49 52 03.5	J181613.8+495203	 7
18 16 16.50	+54 10 19.5	J181616.5+541019	 7
18 16 23.10	-16 35 34.5	J181623.1-163534	12
18 16 30.90	+28 48 05.0	J181630.9+284805	10
18 17 09.70	+39 47 03.0	J181709.7+394703	 8
18 17 23.70	-09 45 50.5	J181723.7-094550	12
18 17 25.61	+48 22 02.0	J181725.6+482202	 7
18 17 27.40	-24 11 59.0	J181727.4-241159	14
18 17 46.10	+68 24 24.5	J181746.1+682424	 8
18 18 06.30	-12 14 39.0	J181806.3-121439	17
18 18 10.01	+53 43 43.5	J181810.0+534343	 6
18 18 21.20	+02 56 00.0	J181821.2+025600	10
18 18 22.70	+39 29 11.0	J181822.7+392911	10
18 18 29.00	+67 41 27.0	J181829.0+674127	 6
18 18 42.30	-13 47 06.0	J181842.3-134706	30
18 18 48.10	+34 22 37.0	J181848.1+342237	10
18 18 57.30	+66 11 35.0	J181857.3+661135	 7
18 19 08.20	+33 13 54.5	J181908.2+331354	14
18 19 23.40	+13 56 43.5	J181923.4+135643	20
18 19 37.80	+36 40 57.5	J181937.8+364057	 8
18 19 41.10	-63 53 11.5	J181941.1-635311	12
18 19 50.90	+33 07 39.0	J181950.9+330739	22
18 19 52.60	-29 16 23.5	J181952.6-291623	11
18 19 55.30	+57 10 00.0	J181955.3+571000	16
18 20 03.30	+18 03 19.0	J182003.3+180319	 9
18 20 07.20	+39 16 01.0	J182007.2+391601	19
18 20 13.00	+68 57 22.5	J182013.0+685722	11
18 20 19.70	+65 19 18.0	J182019.7+651918	 7
18 20 22.70	-10 11 04.5	J182022.7-101104	 9
18 20 30.00	+58 04 37.5	J182030.0+580437	 6
18 20 30.80	-16 10 22.0	J182030.8-161022	22
18 20 42.70	+38 17 11.5	J182042.7+381711	 7
18 20 49.00	+27 31 44.0	J182049.0+273144	 8
18 20 50.30	+36 03 55.5	J182050.3+360355	12
18 20 56.50	+35 30 22.5	J182056.5+353022	 8
18 21 02.00	-16 13 09.5	J182102.0-161309	37
18 21 03.00	+72 43 42.0	J182103.0+724342	 7
18 21 13.00	+18 52 36.5	J182113.0+185236	13
18 21 23.60	+23 50 03.0	J182123.6+235003	13
18 21 30.80	+23 34 34.0	J182130.8+233434	 8
18 21 36.00	+02 03 22.5	J182136.0+020322	19
18 21 57.40	+64 20 51.0	J182157.4+642051	 6
18 22 17.21	+01 42 27.5	J182217.2+014227	 8
18 22 34.80	-11 29 37.0	J182234.8-112937	12
18 22 47.10	+44 34 42.0	J182247.1+443442	 8
18 22 53.40	+09 33 14.0	J182253.4+093314	25
18 23 10.70	+33 24 20.0	J182310.7+332420	10
18 23 26.30	+23 13 37.0	J182326.3+231337	 9
18 23 39.20	-34 54 12.5	J182339.2-345412	 7
18 23 40.50	-30 21 37.0	J182340.5-302137	 6
18 23 58.70	+58 49 18.0	J182358.7+584918	 7
18 24 07.00	+56 50 59.0	J182407.0+565059	 7
18 24 07.70	+30 29 33.0	J182407.7+302933	15
18 24 10.40	+28 18 20.0	J182410.4+281820	 8
18 24 10.80	-34 22 59.0	J182410.8-342259	 9
18 24 18.71	+43 09 54.0	J182418.7+430954	 7
18 24 20.20	-37 15 28.0	J182420.2-371528	10
18 24 27.10	-58 45 19.5	J182427.1-584519	 9
18 24 30.00	-51 12 27.0	J182430.0-511227	23
18 24 45.60	+47 33 52.5	J182445.6+473352	 8
18 24 47.00	+65 09 24.0	J182447.0+650924	 6
18 24 47.10	-06 20 36.0	J182447.1-062036	10
18 24 48.90	-34 10 49.5	J182448.9-341049	23
18 24 56.20	-32 43 29.0	J182456.2-324329	17
18 25 01.30	+40 18 07.0	J182501.3+401807	 9
18 25 10.60	+64 50 17.0	J182510.6+645017	 6
18 25 22.10	-00 00 38.5	J182522.1-000038	 7
18 25 24.71	+30 26 31.5	J182524.7+302631	14
18 25 29.60	+22 02 06.5	J182529.6+220206	11
18 25 30.40	+27 45 05.5	J182530.4+274505	12
18 25 33.41	+62 34 16.5	J182533.4+623416	 7
18 25 38.40	+18 17 41.5	J182538.4+181741	11
18 25 39.10	-02 11 22.0	J182539.1-021122	15
18 25 46.80	-37 06 20.0	J182546.8-370620	 7
18 25 49.20	+04 09 25.5	J182549.2+040925	10
18 25 53.80	+14 58 26.0	J182553.8+145826	18
18 26 15.10	-14 50 34.0	J182615.1-145034	11
18 26 55.60	+15 09 10.5	J182655.6+150910	11
18 26 56.59	+17 44 00.0	J182656.6+174400	 7
18 27 15.10	+19 56 24.0	J182715.1+195624	 9
18 27 16.80	+61 35 17.5	J182716.8+613517	19
18 27 20.90	-62 24 15.5	J182720.9-622415	10
18 27 25.30	+38 58 19.0	J182725.3+385819	 9
18 27 51.30	+27 40 38.0	J182751.3+274038	 9
18 27 57.00	-17 33 36.5	J182757.0-173336	13
18 28 07.10	+29 47 00.0	J182807.1+294700	29
18 28 17.60	+43 44 57.5	J182817.6+434457	 8
18 28 32.00	-59 20 55.0	J182832.0-592055	21
18 28 39.50	+34 27 00.5	J182839.5+342700	10
18 28 49.70	+35 06 37.0	J182849.7+350637	 9
18 28 53.80	-24 17 46.5	J182853.8-241746	22
18 29 00.20	-18 57 46.5	J182900.2-185746	12
18 29 03.60	+43 56 15.5	J182903.6+435615	 7
18 29 03.80	+69 13 50.5	J182903.8+691350	11
18 29 05.30	+00 26 14.0	J182905.3+002614	20
18 29 12.60	+06 47 17.0	J182912.6+064717	10
18 29 13.40	+33 56 26.0	J182913.4+335626	10
18 29 20.60	-13 09 14.5	J182920.6-130914	17
18 29 20.80	+25 42 45.0	J182920.8+254245	13
18 29 24.50	+59 17 01.5	J182924.5+591701	 8
18 29 25.70	+54 02 55.5	J182925.7+540255	 9
18 29 28.20	-23 47 43.0	J182928.2-234743	 7
18 29 31.30	+22 34 26.0	J182931.3+223426	11
18 29 32.30	+48 44 47.0	J182932.3+484447	 7
18 29 35.00	+29 58 07.5	J182935.0+295807	 7
18 29 57.40	-57 31 18.5	J182957.4-573118	10
18 30 08.40	+37 36 36.0	J183008.4+373636	10
18 30 15.90	-14 08 07.0	J183015.9-140807	12
18 30 18.10	+34 46 33.5	J183018.1+344633	10
18 30 22.30	+73 13 00.5	J183022.3+731300	11
18 30 37.60	+43 35 55.5	J183037.6+433555	10
18 30 59.70	-55 33 08.5	J183059.7-553308	21
18 31 19.10	+64 54 12.5	J183119.1+645412	 9
18 31 35.50	+55 56 52.0	J183135.5+555652	 9
18 31 39.00	+54 18 43.0	J183139.0+541843	 8
18 31 59.20	+05 40 17.5	J183159.2+054017	 9
18 32 03.00	+20 30 50.0	J183203.0+203050	10
18 32 03.30	+49 01 03.5	J183203.3+490103	 8
18 32 03.80	-18 26 39.0	J183203.8-182639	14
18 32 09.60	+35 26 38.0	J183209.6+352638	12
18 32 19.20	+02 14 56.5	J183219.2+021456	 8
18 32 24.40	-20 51 50.0	J183224.4-205150	13
18 32 27.49	-48 11 49.0	J183227.5-481149	10
18 32 31.50	+64 49 49.5	J183231.5+644949	11
18 32 35.10	+68 48 05.0	J183235.1+684805	 8
18 32 48.90	+18 25 52.5	J183248.9+182552	12
18 32 49.40	+53 40 13.0	J183249.4+534013	 8
18 32 49.60	+28 33 44.5	J183249.6+283344	10
18 32 59.60	-39 53 53.5	J183259.6-395353	17
18 33 17.10	-00 34 06.5	J183317.1-003406	12
18 33 34.20	-10 34 14.5	J183334.2-103414	11
18 33 35.90	+50 37 25.5	J183335.9+503725	 7
18 33 55.90	+51 43 13.0	J183355.9+514313	 6
18 34 19.99	+18 41 26.5	J183420.0+184126	 6
18 34 26.81	+57 48 11.5	J183426.8+574811	 8
18 34 35.29	+12 32 21.5	J183435.3+123221	16
18 34 38.01	-27 33 52.0	J183438.0-273352	16
18 34 50.30	-00 43 10.0	J183450.3-004310	 8
18 35 02.40	-10 58 41.0	J183502.4-105841	 8
18 35 03.20	+32 41 45.5	J183503.2+324145	 6
18 35 14.71	+24 35 01.0	J183514.7+243501	10
18 35 20.90	-31 23 27.5	J183520.9-312327	11
18 35 43.60	-32 59 28.0	J183543.6-325928	 7
18 35 44.40	+30 08 08.5	J183544.4+300808	10
18 35 48.60	+32 31 17.0	J183548.6+323117	 8
18 35 52.80	+80 05 36.0	J183552.8+800536	 8
18 35 53.10	+16 58 38.5	J183553.1+165838	 8
18 35 59.10	-13 13 03.0	J183559.1-131303	42
18 36 18.70	+13 36 22.0	J183618.7+133622	15
18 36 27.70	+09 07 10.0	J183627.7+090710	13
18 36 31.00	+63 44 30.0	J183631.0+634430	11
18 36 35.90	-15 06 42.0	J183635.9-150642	 8
18 36 38.40	+06 40 22.5	J183638.4+064022	13
18 36 47.40	+82 28 35.5	J183647.4+822835	 8
18 36 55.40	+35 21 55.0	J183655.4+352155	12
18 36 57.10	-59 24 12.0	J183657.1-592412	10
18 36 58.10	+72 15 50.5	J183658.1+721550	 7
18 37 14.70	-41 41 19.5	J183714.7-414119	34
18 37 35.60	+38 06 25.5	J183735.6+380625	 8
18 37 35.80	+37 32 08.5	J183735.8+373208	 8
18 37 49.60	-23 24 00.0	J183749.6-232400	12
18 38 21.00	-60 25 19.5	J183821.0-602519	10
18 38 24.90	+34 06 42.0	J183824.9+340642	10
18 38 28.70	-52 49 17.0	J183828.7-524917	15
18 38 31.80	+49 55 32.5	J183831.8+495532	10
18 38 49.39	+48 02 36.0	J183849.4+480236	 9
18 38 49.80	-02 46 33.0	J183849.8-024633	29
18 38 54.21	-76 29 49.5	J183854.2-762949	14
18 39 00.81	+34 58 56.0	J183900.8+345856	14
18 39 25.60	+69 03 07.0	J183925.6+690307	 8
18 39 27.10	+26 04 09.5	J183927.1+260409	 8
18 39 36.80	+10 24 39.0	J183936.8+102439	13
18 39 38.50	+16 23 08.5	J183938.5+162308	12
18 39 42.50	+37 59 34.0	J183942.5+375934	 9
18 39 51.00	-21 08 04.5	J183951.0-210804	19
18 39 53.10	+01 42 50.0	J183953.1+014250	11
18 39 56.70	+51 05 32.0	J183956.7+510532	 7
18 39 56.90	+05 02 03.5	J183956.9+050203	 6
18 40 13.10	-16 08 10.0	J184013.1-160810	21
18 40 19.80	+13 21 55.5	J184019.8+132155	15
18 40 21.30	+33 40 59.0	J184021.3+334059	11
18 40 38.10	-77 09 30.0	J184038.1-770930	 8
18 40 50.30	-83 43 05.5	J184050.3-834305	 8
18 40 53.31	-33 50 37.0	J184053.3-335037	26
18 40 53.40	-35 47 06.5	J184053.4-354706	14
18 40 54.71	+62 45 00.0	J184054.7+624500	11
18 41 09.60	+30 54 55.5	J184109.6+305455	24
18 41 09.80	+24 47 04.0	J184109.8+244704	 9
18 41 20.80	-04 56 12.0	J184120.8-045612	 9
18 41 21.80	+29 09 32.5	J184121.8+290932	 7
18 41 37.00	+39 41 55.5	J184137.0+394155	11
18 41 47.00	+32 18 38.5	J184147.0+321838	 8
18 41 49.20	-35 25 43.5	J184149.2-352543	 9
18 41 59.40	+63 16 29.5	J184159.4+631629	 7
18 42 00.90	+15 19 55.0	J184200.9+151955	15
18 42 06.50	-55 54 26.5	J184206.5-555426	15
18 42 09.50	+79 46 13.0	J184209.5+794613	 7
18 42 22.40	-47 45 40.5	J184222.4-474540	 8
18 42 30.60	-58 42 02.5	J184230.6-584202	13
18 42 33.00	+68 09 30.5	J184233.0+680930	 8
18 42 44.71	+55 29 22.0	J184244.7+552922	 8
18 42 44.90	+13 54 07.0	J184244.9+135407	10
18 42 49.80	+57 51 57.5	J184249.8+575157	 7
18 42 56.50	+62 41 45.0	J184256.5+624145	 7
18 42 57.60	-23 57 58.0	J184257.6-235758	10
18 42 58.70	+07 42 52.5	J184258.7+074252	 8
18 43 02.60	+31 50 24.5	J184302.6+315024	11
18 43 30.70	+41 09 41.0	J184330.7+410941	10
18 43 39.00	+50 21 54.0	J184339.0+502154	13
18 43 51.10	-06 49 21.0	J184351.1-064921	13
18 44 02.10	+45 33 32.5	J184402.1+453332	16
18 44 02.81	-30 22 51.5	J184402.8-302251	16
18 44 09.10	+82 23 22.0	J184409.1+822322	 9
18 44 15.00	+44 54 07.0	J184415.0+445407	 7
18 44 19.20	-35 41 44.0	J184419.2-354144	20
18 44 20.50	+39 40 12.5	J184420.5+394012	 8
18 44 29.90	+53 48 47.5	J184429.9+534847	27
18 44 30.70	+34 00 04.5	J184430.7+340004	11
18 44 30.90	-37 24 00.5	J184430.9-372400	12
18 44 31.20	+22 04 24.0	J184431.2+220424	 9
18 44 36.30	+25 46 07.5	J184436.3+254607	12
18 44 42.80	+72 09 27.0	J184442.8+720927	23
18 44 46.11	+37 36 20.0	J184446.1+373620	 9
18 44 49.10	-74 18 40.0	J184449.1-741840	10
18 44 53.60	-62 21 49.0	J184453.6-622149	 8
18 44 54.60	-08 03 54.0	J184454.6-080354	40
18 45 01.20	-14 09 11.5	J184501.2-140911	 9
18 45 09.71	+28 41 00.0	J184509.7+284100	13
18 45 09.80	+68 22 39.5	J184509.8+682239	 7
18 45 10.61	+06 20 16.0	J184510.6+062016	11
18 45 18.90	-21 00 11.5	J184518.9-210011	14
18 45 23.20	-07 53 32.0	J184523.2-075332	42
18 45 24.90	+77 25 43.0	J184524.9+772543	 9
18 45 29.60	-41 55 28.5	J184529.6-415528	16
18 45 33.79	-37 50 24.0	J184533.8-375024	20
18 45 34.20	+14 13 38.0	J184534.2+141338	10
18 45 37.90	-07 46 02.0	J184537.9-074602	40
18 45 38.10	-64 51 44.0	J184538.1-645144	 9
18 45 40.10	+20 32 42.0	J184540.1+203242	 8
18 45 42.40	+48 31 34.5	J184542.4+483134	 9
18 45 52.10	-27 39 36.5	J184552.1-273936	12
18 45 57.80	+56 10 03.0	J184557.8+561003	10
18 46 16.10	-27 20 43.5	J184616.1-272043	 9
18 46 22.30	-32 33 18.0	J184622.3-323318	40
18 46 24.70	-02 58 54.5	J184624.7-025854	31
18 46 32.21	+48 54 43.5	J184632.2+485443	 8
18 46 40.10	-09 16 22.5	J184640.1-091622	 9
18 46 42.20	+84 25 06.0	J184642.2+842506	 9
18 46 43.60	+52 59 12.0	J184643.6+525912	 9
18 46 46.00	-36 36 21.5	J184646.0-363621	12
18 46 46.90	+00 43 20.0	J184646.9+004320	 9
18 46 53.60	+32 16 52.0	J184653.6+321652	 9
18 46 57.30	-62 10 37.0	J184657.3-621037	24
18 46 59.40	+55 38 34.0	J184659.4+553834	10
18 47 04.20	-78 31 48.0	J184704.2-783148	 7
18 47 11.80	+22 12 49.5	J184711.8+221249	10
18 47 16.90	+73 20 53.0	J184716.9+732053	10
18 47 19.10	-63 19 47.0	J184719.1-631947	14
18 47 25.70	+08 41 06.5	J184725.7+084106	10
18 47 35.29	-18 45 13.0	J184735.3-184513	35
18 47 39.30	+01 57 32.0	J184739.3+015732	 8
18 47 39.90	+29 30 38.0	J184739.9+293038	 8
18 47 45.90	-40 24 21.5	J184745.9-402421	11
18 47 46.40	-36 06 11.5	J184746.4-360611	10
18 47 52.30	+27 57 03.0	J184752.3+275703	10
18 47 56.10	-22 19 38.5	J184756.1-221938	 9
18 48 03.41	-62 14 14.5	J184803.4-621414	21
18 48 12.90	+27 14 44.0	J184812.9+271444	13
18 48 17.90	+07 41 15.0	J184817.9+074115	11
18 48 22.60	+65 37 00.0	J184822.6+653700	 7
18 48 22.90	+32 19 01.0	J184822.9+321901	15
18 48 28.30	+75 03 26.0	J184828.3+750326	17
18 48 30.10	+64 23 30.0	J184830.1+642330	 7
18 48 31.50	+10 45 39.5	J184831.5+104539	28
18 48 42.50	+08 00 16.0	J184842.5+080016	19
18 48 47.10	+80 40 22.5	J184847.1+804022	 7
18 48 47.60	+42 45 36.0	J184847.6+424536	 7
18 48 50.20	+28 46 11.0	J184850.2+284611	12
18 48 54.71	+00 35 01.5	J184854.7+003501	 8
18 49 08.50	-35 46 40.5	J184908.5-354640	10
18 49 19.20	+33 33 10.5	J184919.2+333310	 8
18 49 19.70	-16 47 26.5	J184919.7-164726	 9
18 49 21.20	+43 44 01.5	J184921.2+434401	 9
18 49 24.80	-64 49 33.5	J184924.8-644933	10
18 49 31.10	-00 56 25.5	J184931.1-005625	22
18 49 36.40	+27 53 55.5	J184936.4+275355	10
18 49 48.00	+27 57 45.0	J184948.0+275745	16
18 49 48.70	-23 50 03.0	J184948.7-235003	 8
18 49 50.10	-71 57 03.5	J184950.1-715703	 9
18 49 56.10	-01 34 02.5	J184956.1-013402	15
18 50 00.51	-60 11 38.5	J185000.5-601138	10
18 50 02.80	-07 58 33.0	J185002.8-075833	13
18 50 03.40	+33 08 02.5	J185003.4+330802	 8
18 50 05.10	-29 29 57.0	J185005.1-292957	10
18 50 06.60	+33 21 23.5	J185006.6+332123	10
18 50 08.60	+11 05 09.5	J185008.6+110509	10
18 50 08.90	+15 37 16.5	J185008.9+153716	 9
18 50 13.90	+24 22 22.5	J185013.9+242222	 9
18 50 23.70	-19 40 14.0	J185023.7-194014	10
18 50 24.60	+26 31 59.0	J185024.6+263159	10
18 50 35.40	-25 28 12.0	J185035.4-252812	24
18 50 38.40	+43 26 46.0	J185038.4+432646	13
18 50 44.70	-31 47 48.5	J185044.7-314748	 8
18 51 12.40	+59 23 14.5	J185112.4+592314	 9
18 51 31.10	+58 42 58.5	J185131.1+584258	 8
18 51 33.50	+57 45 27.5	J185133.5+574527	 7
18 51 34.10	-21 50 13.0	J185134.1-215013	13
18 51 34.90	+52 58 23.0	J185134.9+525823	 7
18 51 40.80	-28 18 34.0	J185140.8-281834	20
18 51 50.90	+27 03 22.5	J185150.9+270322	12
18 52 00.00	+13 00 05.5	J185200.0+130005	11
18 52 04.90	+27 05 19.5	J185204.9+270519	17
18 52 09.40	+57 11 33.5	J185209.4+571133	14
18 52 18.30	-37 00 20.0	J185218.3-370020	13
18 52 25.01	+36 30 01.0	J185225.0+363001	11
18 52 25.70	-37 30 32.5	J185225.7-373032	10
18 52 38.00	-86 03 48.0	J185238.0-860348	10
18 52 38.80	+00 39 49.5	J185238.8+003949	17
18 53 03.50	-41 58 42.0	J185303.5-415842	11
18 53 04.80	-08 42 17.0	J185304.8-084217	 6
18 53 06.00	-50 10 45.5	J185306.0-501045	 8
18 53 06.60	-36 09 54.0	J185306.6-360954	13
18 53 11.81	-01 05 23.0	J185311.8-010523	27
18 53 12.70	+50 42 37.5	J185312.7+504237	 8
18 53 24.40	+27 51 45.5	J185324.4+275145	15
18 53 29.70	-01 28 32.0	J185329.7-012832	19
18 53 51.00	+67 13 56.0	J185351.0+671356	 7
18 53 51.00	+68 23 01.5	J185351.0+682301	12
18 54 03.40	+68 58 23.5	J185403.4+685823	11
18 54 40.40	-78 53 50.5	J185440.4-785350	11
18 54 47.10	+48 51 33.0	J185447.1+485133	 8
18 54 56.80	+73 51 12.0	J185456.8+735112	 8
18 55 02.10	-31 09 51.5	J185502.1-310951	 7
18 55 04.70	+42 59 52.0	J185504.7+425952	 8
18 55 20.60	+42 49 35.5	J185520.6+424935	10
18 55 24.00	-00 07 31.0	J185524.0-000731	23
