#
#   VizieR Astronomical Server: http://cdsweb.u-strasbg.fr	2007-01-30T20:45:32
#   Explanations and Statistics of UCDs:			See LINK below
#   In case of problem, please report to:	question@simbad.u-strasbg.fr
#    (link)
#
#Coosys	J2000:	eq_FK5 2000
#INFO	-ref=Vxml24157	

#RESOURCE=5050
#Name: V/50
#Title:	Bright Star Catalogue, 5th Revised Ed. (Hoffleit+, 1991)
#Table	V_50_catalog:
#Name: V/50/catalog
#Title:	The main part of the Catalogue
#Coosys	J2000_2000.000:	eq_FK5 2000_2000.000
#Column	HR	(I4)	[1/9110]+ Harvard Revised Number = Bright Star Number	[ucd=meta.id;meta.main]
#Column	RAJ2000	(A10)	?Hours RA, equinox J2000, epoch 2000.0 (1)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A9)	?Sign Dec, equinox J2000, epoch 2000.0 (1)
#---List of  values:     	[ucd=pos.eq.dec;meta.main]
#Column	Vmag	(F5.2)	?Visual magnitude (1)	[ucd=phot.mag;em.opt.V]
#Column	B-V	(F5.2)	? B-V color in the UBV system	[ucd=phot.color;em.opt.B;em.opt.V]
#HR	RAJ2000	DEJ2000	Vmag	B-V
#	"h:m:s"	"d:m:s"	mag	mag
#----	----------	---------	-----	-----
7029	18 44 19.4	-35 38 31	 4.87	-0.18
7030	18 41 41.3	+31 37 04	 6.41	-0.04
7031	18 44 57.2	-39 41 11	 5.43	 0.87
7032	18 43 31.3	-08 16 31	 4.90	 1.12
7033	18 42 08.1	+34 44 48	 6.47	-0.13
7034	18 43 51.4	-06 49 07	 6.31	 0.48
7035	18 44 49.6	-25 00 40	 5.83	 0.05
7036	18 48 37.8	-65 04 40	 5.73	 0.24
7037	18 46 59.1	-50 05 40	 6.54	 0.28
7038	18 45 18.7	-21 00 05	 6.36	 0.45
7039	18 45 39.4	-26 59 27	 3.17	-0.11
7040	18 44 49.9	+02 03 36	 5.02	-0.06
7041	18 43 16.7	+39 18 01	 6.45	 1.59
7042	18 40 56.3	+62 44 59	 6.09	 0.98
7043	18 43 36.1	+36 33 24	 6.01	 1.04
7044	18 43 51.6	+31 55 36	 5.70	 0.34
7045	18 46 01.2	-19 36 23	 6.42	 1.65
7046	18 46 20.6	-22 23 32	 5.37	 1.64
7047	18 44 40.2	+23 35 23	 6.31	 0.40
7048	18 45 28.4	+05 29 59	 5.83	 0.04
7049	18 42 37.9	+55 32 22	 5.04	-0.09
7050	18 47 44.6	-40 24 22	 5.24	 0.78
7051	18 44 20.4	+39 40 12	 5.06	 0.16
7052	18 44 20.3	+39 40 16	 6.02	
7053	18 44 22.9	+39 36 47	 5.14	 0.19
7054	18 44 22.9	+39 36 46	 5.37	
7055	18 46 43.3	-10 07 30	 5.71	 0.59
7056	18 44 46.4	+37 36 18	 4.36	 0.19
7057	18 44 48.2	+37 35 40	 5.73	 0.28
7058	18 45 35.7	+21 59 06	 6.51	 0.02
7059	18 46 28.5	-00 57 42	 5.90	 0.13
7060	18 43 29.0	+53 52 19	 6.11	 0.12
7061	18 45 39.7	+20 32 47	 4.19	 0.46
7062	18 48 50.5	-43 40 48	 5.49	 0.13
7063	18 47 10.5	-04 44 52	 4.22	 1.10
7064	18 46 04.5	+26 39 44	 4.83	 1.20
7065	18 49 27.4	-45 48 37	 5.81	 0.90
7066	18 47 29.0	-05 42 18	 5.20	 1.47
7067	18 46 41.4	+18 42 21	 6.17	 1.59
7068	18 49 35.0	-43 26 02	 5.61	-0.08
7069	18 47 01.3	+18 10 53	 4.36	 0.13
7070	18 49 17.2	-34 44 55	 6.62	 1.08
7071	18 44 55.4	+54 53 48	 6.23	 0.82
7072	18 48 45.3	-18 36 05	 6.47	
7073	18 46 13.0	+41 26 30	 6.07	-0.13
7074	18 52 13.0	-62 11 15	 4.22	-0.14
7075	18 44 18.2	+61 02 53	 5.99	 0.96
7076	18 48 02.7	+04 14 29	 6.21	 1.51
7077	18 49 35.5	-19 08 32	 6.75	 0.20
7078	18 49 40.1	-20 19 29	 5.24	 1.41
7079	18 48 16.4	+23 30 51	 6.15	 0.49
7080	18 46 59.0	+46 18 54	 6.52	 0.07
7081	18 47 57.5	+31 45 25	 6.06	-0.13
7082	18 43 10.2	+70 47 34	 6.44	
7083	18 49 41.0	-05 54 46	 5.99	 1.60
7084	18 46 43.1	+52 59 17	 5.88	-0.09
7085	18 49 37.1	+00 50 09	 6.25	 0.04
7086	18 48 53.4	+19 19 43	 5.88	 0.03
7087	18 52 39.6	-52 06 27	 5.17	 0.94
7088	18 50 50.5	-22 09 44	 6.61	 0.38
7089	18 50 20.0	-07 54 27	 6.80	 3.09
7090	18 47 40.0	+49 04 30	 6.40	
7091	18 49 14.4	+25 02 47	 6.59	
7092	18 52 27.1	-46 35 43	 5.54	 1.63
7093	18 53 12.1	-51 55 52	 6.31	-0.09
7094	18 50 58.5	-09 46 27	 5.83	 0.61
7095	18 53 02.5	-48 21 36	 6.19	 0.14
7096	18 48 16.1	+48 46 03	 6.12	 0.21
7097	18 52 59.6	-46 35 09	 6.19	 0.03
7098	18 49 44.0	+31 37 45	 6.64	 0.02
7099	18 50 45.6	+10 58 35	 6.55	
7100	18 49 45.9	+32 48 46	 5.91	-0.16
7101	18 51 22.1	-03 19 04	 6.10	 0.30
7102	18 49 52.9	+32 33 03	 5.25	 0.08
7103	18 52 28.5	-26 39 01	 6.29	 0.94
7104	18 52 37.0	-29 22 46	 6.13	 1.35
7105	18 52 41.7	-30 44 03	 6.63	-0.05
7106	18 50 04.8	+33 21 46	 3.45	 0.00
7107	18 56 57.0	-67 14 01	 4.44	 0.71
7108	18 54 32.3	-49 52 43	 6.60	 0.08
7109	18 52 01.9	+13 57 56	 6.14	 0.00
7110	18 53 01.9	-09 34 34	 6.34	 0.20
7111	18 56 54.7	-62 48 04	 6.48	 1.53
7112	18 51 35.9	+28 47 01	 6.18	 1.18
7113	18 52 16.4	+21 25 31	 5.48	-0.07
7114	18 54 00.1	-21 21 35	 5.69	 1.23
7115	18 51 36.5	+36 32 19	 6.09	-0.11
7116	18 54 10.2	-22 44 42	 4.83	 1.41
7117	18 45 46.7	+74 05 08	 5.27	 0.92
7118	18 52 07.1	+41 23 00	 6.28	-0.09
7119	18 54 43.1	-15 36 11	 5.10	 0.17
7120	18 55 07.1	-22 40 17	 4.99	 1.33
7121	18 55 15.9	-26 17 48	 2.02	-0.22
7122	18 56 16.9	-42 42 38	 5.36	 1.00
7123	18 51 35.0	+52 58 30	 5.51	 0.84
7124	18 46 22.2	+75 26 02	 5.35	 0.05
7125	18 51 12.1	+59 23 18	 4.66	 1.19
7126	18 55 31.0	-16 22 36	 5.79	 0.36
7127	18 58 36.4	-60 12 02	 5.14	 1.37
7128	18 56 00.6	-23 10 25	 5.93	-0.02
7129	18 56 40.5	-37 20 36	 5.38	-0.14
7130	19 00 03.5	-66 39 12	 6.01	 0.97
7131	18 53 43.6	+36 58 18	 5.58	-0.15
7132	18 54 13.2	+27 54 34	 5.62	 1.35
7133	18 54 44.9	+22 38 42	 4.59	 0.78
7134	18 58 27.7	-52 56 19	 4.87	-0.05
7135	18 55 27.5	+06 36 55	 5.57	 1.04
7136	18 57 34.7	-39 49 24	 6.31	 0.20
7137	18 53 13.6	+50 42 30	 4.92	 0.90
7138	18 54 14.3	+41 13 32	 7.30	
7139	18 54 30.2	+36 53 56	 4.30	 1.68
7140	18 54 52.5	+33 58 07	 6.02	 0.91
7141	18 56 13.2	+04 12 13	 4.62	 0.17
7142	18 56 14.6	+04 12 07	 4.98	 0.20
7143	18 56 22.7	-01 48 00	 6.22	-0.05
7144	18 56 25.6	+02 28 16	 6.15	 0.97
7145	18 57 20.5	-20 39 23	 5.08	 0.13
7146	18 54 52.2	+41 36 10	 5.44	 1.03
7147	18 56 03.9	+17 59 42	 6.63	-0.04
7148	18 56 06.2	+18 06 19	 5.69	 1.09
7149	18 57 03.7	-05 50 46	 4.83	 1.08
7150	18 57 43.8	-21 06 24	 3.51	 1.18
7151	18 58 21.3	-31 02 10	 6.12	 1.35
7152	18 58 43.4	-37 06 27	 4.87	 0.41
7153	18 53 46.3	+57 29 13	 6.22	 1.23
7154	18 54 47.1	+48 51 35	 5.77	 0.43
7155	18 58 20.5	-24 52 36	 6.62	 0.08
7156	18 59 11.1	-39 32 05	 6.49	-0.04
7157	18 55 20.1	+43 56 46	 4.04	 1.59
7158	18 57 16.6	+02 32 07	 5.57	 0.00
7159	18 58 24.6	-22 31 46	 6.14	 0.09
7160	18 45 38.1	+79 56 33	 6.39	 0.28
7161	19 03 29.7	-68 45 19	 5.88	 0.56
7162	18 57 01.6	+32 54 05	 5.22	 0.59
7163	18 58 23.8	+06 14 25	 6.21	 0.46
7164	18 59 26.8	-18 34 01	 6.37	 0.99
7165	18 58 14.7	+17 21 39	 5.38	 0.80
7166	18 59 23.8	-12 50 26	 5.53	-0.04
7167	18 58 46.9	+13 54 24	 5.89	 0.25
7168	19 00 24.8	-24 56 32	 6.36	 1.25
7169	19 01 03.2	-37 03 39	 6.69	
7170	19 01 04.3	-37 03 43	 6.40	-0.03
7171	18 58 45.1	+19 47 39	 6.50	-0.04
7172	18 59 05.7	+13 37 21	 5.23	 0.53
7173	18 59 17.5	+10 08 27	 6.75	 0.25
7174	18 58 01.9	+38 15 58	 5.89	-0.17
7175	18 56 45.0	+57 48 54	 5.66	 1.15
7176	18 59 37.4	+15 04 06	 4.02	 1.08
7177	19 02 08.7	-41 54 36	 6.23	 0.00
7178	18 58 56.6	+32 41 22	 3.24	-0.05
7179	18 58 46.6	+40 40 45	 6.22	-0.16
7180	18 54 23.9	+71 17 50	 4.82	 1.15
7181	18 59 45.5	+26 13 50	 5.27	 1.24
7182	19 01 37.8	-22 41 44	 6.24	 1.66
7183	18 59 58.1	+22 48 53	 6.29	 1.75
7184	18 57 28.4	+58 13 31	 6.46	 0.08
7185	18 59 12.3	+39 13 04	 6.41	-0.17
7186	19 01 33.5	-15 16 57	 6.32	 1.00
7187	18 56 25.6	+65 15 29	 5.63	 0.95
7188	19 03 06.9	-42 05 43	 4.75	-0.02
7189	          	         	     	
7190	19 03 57.4	-51 01 07	 5.93	 1.24
7191	18 57 17.4	+62 23 48	 6.45	 0.93
7192	19 00 00.9	+32 08 44	 4.93	 1.47
7193	19 01 40.8	-05 44 20	 4.02	 1.09
7194	19 02 36.7	-29 52 49	 2.60	 0.08
7195	19 02 27.7	-24 50 49	 5.65	 1.23
7196	18 58 59.6	+50 48 34	 6.30	 0.98
7197	19 03 17.7	-38 15 12	 5.74	 0.32
7198	19 01 05.5	+19 18 35	 6.39	
7199	18 53 33.2	+75 47 15	 6.22	
7200	19 01 22.6	+20 50 01	 6.69	 0.02
7201	19 00 19.0	+40 41 03	 6.65	
7202	19 01 17.4	+26 17 29	 5.69	-0.08
7203	19 03 03.8	-19 14 43	 6.05	 1.29
7204	19 00 55.2	+33 48 08	 6.01	 0.97
7205	19 03 07.0	-19 06 12	 6.37	 0.48
7206	19 01 34.9	+25 01 33	 6.72	
7207	19 01 49.5	+22 15 50	 6.40	 0.16
7208	19 02 21.6	+08 22 27	 6.30	 1.67
7209	19 02 54.5	-03 41 56	 5.42	 0.00
7210	19 00 13.7	+50 32 01	 5.38	-0.18
7211	19 04 25.1	-31 02 49	 5.50	 0.03
7212	19 01 48.3	+33 37 17	 6.39	-0.12
7213	19 06 19.9	-52 20 27	 5.16	 0.53
7214	19 03 32.2	+01 49 08	 5.83	 0.18
7215	19 01 26.4	+46 56 05	 5.01	 0.19
7216	19 02 52.6	+19 39 40	 6.09	 1.34
7217	19 04 41.0	-21 44 30	 3.77	 1.01
7218	19 00 43.4	+55 39 30	 5.48	 0.86
7219	19 04 10.7	+03 19 50	 6.73	 0.13
7220	19 04 24.2	-05 41 06	 6.90	 4.19
7221	19 09 52.7	-68 25 29	 5.33	 0.91
7222	19 03 42.5	+21 16 04	 6.52	 0.32
7223	19 06 55.6	-48 17 57	 5.97	-0.02
7224	18 58 52.6	+69 31 52	 6.52	-0.15
7225	19 04 57.6	-04 01 53	 5.42	 1.12
7226	19 06 25.1	-37 03 48	 4.93	 0.52
7227	19 06 25.1	-37 03 48	 4.99	 0.52
7228	21 08 46.2	-88 57 23	 5.47	 0.27
7229	19 02 07.0	+52 15 40	 6.31	 1.00
7230	19 05 41.2	-15 39 37	 5.97	-0.02
7231	19 05 18.6	-01 30 46	 6.53	 0.35
7232	19 06 52.5	-37 48 37	 6.16	 0.72
7233	19 08 52.1	-55 43 13	 6.49	 1.10
7234	19 06 56.4	-27 40 14	 3.32	 1.19
7235	19 05 24.6	+13 51 48	 2.99	 0.01
7236	19 06 14.9	-04 52 57	 3.44	-0.09
7237	19 04 57.9	+31 44 40	 5.56	 1.54
7238	19 04 58.3	+30 44 00	 6.06	 1.55
7239	19 06 52.3	-16 13 44	 6.03	-0.04
7240	19 07 30.9	-28 38 13	 6.04	 1.61
7241	19 07 08.5	-18 44 16	 6.29	-0.04
7242	19 08 20.9	-40 29 48	 4.59	 1.09
7243	19 06 22.2	+08 13 48	 6.09	 1.60
7244	19 05 47.1	+29 55 18	 6.31	 1.65
7245	19 07 09.1	+00 38 30	 6.56	 0.05
7246	19 08 14.6	-24 39 25	 6.30	 0.04
7247	18 57 57.2	+77 03 03	 6.54	 0.38
7248	19 06 58.6	+11 04 17	 5.09	-0.07
7249	19 08 16.7	-19 17 24	 5.54	-0.11
7250	19 06 38.4	+24 15 03	 5.77	 0.09
7251	19 04 55.2	+53 23 48	 5.38	-0.01
7252	19 05 09.9	+49 55 24	 6.43	
7253	19 06 37.7	+28 37 43	 5.55	 0.29
7254	19 09 28.3	-37 54 16	 4.11	 0.04
7255	19 09 39.7	-39 49 41	 6.46	 1.06
7256	19 09 36.4	-36 09 53	 6.56	-0.02
7257	19 09 57.8	-41 53 33	 5.88	-0.08
7258	19 06 17.0	+41 24 50	 6.49	-0.15
7259	19 10 01.7	-39 20 27	 4.11	 1.20
7260	19 07 57.3	+16 51 12	 6.07	 0.70
7261	19 07 25.6	+32 30 06	 5.23	 0.34
7262	19 07 18.1	+36 06 01	 5.28	-0.11
7263	19 08 03.6	+21 41 56	 6.23	 0.40
7264	19 09 45.8	-21 01 25	 2.89	 0.35
7265	19 09 48.1	-19 48 13	 6.13	 1.16
7266	19 08 59.9	+06 04 24	 5.22	 0.35
7267	19 08 40.2	+16 51 05	 6.48	 0.52
7268	19 11 01.8	-39 00 18	 6.36	 0.01
7269	19 09 51.6	-00 25 41	 6.34	-0.04
7270	19 11 18.9	-29 30 08	 6.30	-0.04
7271	19 12 46.1	-50 29 11	 6.13	 0.95
7272	19 09 04.4	+34 36 02	 6.74	 0.63
7273	19 12 09.8	-37 34 58	 6.57	 1.02
7274	19 16 28.5	-69 11 26	 6.27	 0.17
7275	19 08 25.8	+52 25 32	 5.81	 1.09
7276	19 12 28.0	-21 39 29	 6.41	 1.13
7277	19 13 13.7	-25 54 24	 5.80	 1.38
7278	19 17 12.0	-66 39 41	 5.53	 0.18
7279	19 12 40.7	-07 56 22	 5.34	 0.13
7280	19 11 30.9	+26 44 09	 6.36	 0.41
7281	19 14 39.7	-45 11 36	 5.92	 0.90
7282	19 13 15.5	-12 16 57	 5.51	 1.44
7283	19 11 46.0	+31 17 00	 5.98	-0.07
7284	19 11 23.1	+40 25 45	 6.18	 0.09
7285	19 12 34.4	+16 50 47	 6.73	-0.01
7286	19 12 36.7	+21 33 16	 5.93	 0.03
7287	19 13 42.7	+02 17 37	 5.15	-0.07
7288	19 13 44.1	+05 30 57	 6.49	 0.09
7289	19 16 21.7	-45 27 59	 5.40	 1.35
7290	19 09 45.8	+65 58 43	 6.25	 0.00
7291	19 15 33.2	-24 10 45	 6.25	 0.54
7292	19 15 32.4	-25 15 24	 4.85	 0.56
7293	19 12 04.6	+49 51 15	 6.75	 0.65
7294	19 12 05.0	+49 51 22	 6.57	 0.65
7295	19 11 40.5	+56 51 33	 5.12	 1.01
7296	19 16 32.8	-33 31 18	 6.25	 0.02
7297	19 18 09.4	-53 23 12	 6.38	 0.49
7298	19 13 45.5	+39 08 46	 4.39	-0.15
7299	19 15 02.6	+20 12 12	 6.00	 0.88
7300	19 15 20.1	+15 05 01	 5.57	 1.07
7301	19 15 17.4	+21 13 56	 5.64	 0.11
7302	19 15 24.8	+30 31 35	 5.85	 1.67
7303	19 16 31.0	+04 50 05	 5.59	 0.08
7304	19 17 38.1	-18 57 11	 4.96	 1.02
7305	19 15 57.0	+27 27 20	 6.54	-0.06
7306	19 16 13.0	+21 23 25	 4.77	-0.05
7307	19 16 26.8	+14 32 41	 5.63	-0.02
7308	19 15 59.4	+27 55 37	 6.16	 0.61
7309	19 13 55.2	+57 42 18	 4.99	 1.16
7310	19 12 33.3	+67 39 42	 3.07	 1.00
7311	19 15 19.3	+50 04 15	 6.27	
7312	19 09 09.8	+76 33 38	 5.13	 0.31
7313	19 17 48.2	+02 01 54	 6.19	 0.02
7314	19 16 22.1	+38 08 01	 4.36	 1.26
7315	19 17 49.0	+11 35 43	 5.28	 0.20
7316	19 19 40.0	-35 25 17	 5.59	-0.13
7317	19 19 00.1	-15 32 11	 6.06	 1.43
7318	19 17 43.6	+23 01 32	 5.43	 0.02
7319	19 18 32.5	+01 05 07	 5.10	 1.15
7320	19 24 05.4	-68 22 16	 6.34	 1.23
7321	19 18 50.9	+00 20 21	 6.41	 1.05
7322	19 16 51.4	+46 59 57	 6.00	 0.44
7323	19 20 26.2	-31 49 04	 6.58	 1.67
7324	19 18 00.8	+31 01 20	 6.68	 0.08
7325	19 18 52.7	+09 37 05	 6.32	 1.05
7326	19 18 48.5	+19 36 38	 6.58	 0.03
7327	19 20 38.1	-22 24 09	 5.58	 0.27
7328	19 17 06.2	+53 22 07	 3.77	 0.96
7329	19 22 51.1	-54 25 25	 5.05	 0.02
7330	19 21 29.9	-34 59 02	 6.48	 0.63
7331	19 19 39.3	+12 22 29	 5.53	 0.26
7332	19 19 53.0	+11 32 06	 6.02	 0.08
7333	19 20 32.9	-05 24 57	 5.01	 0.92
7334	19 22 09.6	-42 00 58	 6.34	 1.14
7335	19 19 03.8	+33 23 20	 6.60	-0.19
7336	19 20 35.7	-00 53 32	 5.49	-0.04
7337	19 22 38.3	-44 27 32	 4.01	-0.10
7338	19 19 01.2	+37 26 43	 6.22	-0.03
7339	19 21 37.1	-19 14 03	 6.26	-0.10
7340	19 21 40.4	-17 50 50	 3.93	 0.22
7341	19 18 37.7	+49 34 11	 6.31	 1.12
7342	19 21 43.6	-15 57 18	 4.61	 0.10
7343	19 23 13.2	-44 47 59	 4.29	 0.34
7344	19 21 50.9	-18 18 30	 5.87	 1.06
7345	19 19 38.9	+37 19 50	 6.31	 0.68
7346	19 20 33.1	+35 11 10	 6.31	-0.12
7347	19 22 20.7	-08 12 04	 6.31	-0.10
7348	19 23 53.2	-40 36 58	 3.97	-0.10
7349	19 22 21.5	-00 15 09	 5.83	 1.09
7350	19 24 21.4	-43 43 23	 6.17	 1.60
7351	19 19 36.5	+54 22 34	 6.26	 0.03
7352	19 15 33.0	+73 21 20	 4.45	 1.25
7353	19 23 04.6	-07 24 01	 6.32	 1.45
7354	19 22 48.4	+09 54 47	 6.35	 0.44
7355	19 24 30.1	-27 51 56	 6.04	-0.13
7356	19 20 16.1	+57 38 43	 5.91	 1.58
7357	19 23 08.2	+14 55 16	 6.64	 0.27
7358	19 22 50.9	+26 15 45	 5.18	-0.12
7359	19 22 33.4	+33 31 05	 6.06	 1.03
7360	19 25 04.1	-29 18 33	 5.93	 1.26
7361	19 19 46.1	+64 23 27	 6.52	-0.04
7362	19 25 16.5	-24 30 31	 5.03	 0.23
7363	19 25 29.7	-23 57 44	 5.43	 1.43
7364	19 23 46.9	+20 15 52	 6.40	 0.01
7365	19 21 25.4	+57 46 01	 6.43	
7366	19 25 01.6	-04 53 03	 6.52	 0.33
7367	19 25 21.6	-13 53 49	 5.69	 1.43
7368	19 23 34.0	+33 13 20	 6.37	 0.81
7369	19 24 22.1	+16 56 16	 6.25	 0.08
7370	19 27 48.1	-54 19 31	 5.69	 1.40
7371	19 20 40.1	+65 42 53	 4.59	 0.02
7372	19 24 07.6	+29 37 17	 4.97	-0.10
7373	19 24 58.2	+11 56 40	 5.16	 0.77
7374	19 24 22.4	+28 05 16	 6.53	-0.08
7375	19 26 19.2	-21 46 36	 5.59	 1.22
7376	19 24 06.1	+36 27 07	 6.36	
7377	19 25 29.9	+03 06 53	 3.36	 0.32
7378	19 26 11.1	-15 03 11	 5.72	 0.02
7379	19 26 24.6	-14 33 04	 6.70	 0.05
7380	19 26 56.5	-29 44 36	 5.67	 0.00
7381	19 23 23.8	+50 16 17	 6.51	-0.08
7382	19 23 56.5	+43 23 17	 5.84	 0.92
7383	19 31 10.9	-68 26 02	 5.96	 1.64
7384	19 25 22.4	+20 16 17	 6.31	-0.02
7385	19 25 28.6	+19 47 55	 5.16	 0.98
7386	19 25 25.8	+24 54 46	 6.19	 0.51
7387	19 26 31.1	+00 20 19	 4.66	 0.60
7388	19 29 52.6	-55 26 29	 6.13	 0.98
7389	19 26 24.1	+13 01 26	 5.74	 0.47
7390	19 26 13.2	+20 05 52	 5.63	-0.01
7391	19 26 28.7	+19 53 29	 5.81	 1.55
7392	19 29 23.9	-43 26 45	 5.71	 0.22
7393	19 30 34.5	-55 06 36	 6.30	 0.45
7394	17 16 56.8	+89 02 16	 6.38	 1.57
7395	19 26 09.1	+36 19 04	 5.15	-0.12
7396	19 27 33.9	+14 16 57	 6.32	-0.06
7397	19 28 20.8	+02 55 49	 5.85	 0.01
7398	19 29 52.2	-26 59 08	 5.52	 1.12
7399	19 30 14.7	-32 05 32	 6.60	 0.39
7400	19 29 01.0	+01 57 01	 5.80	 0.08
7401	19 25 46.7	+58 01 38	 6.60	-0.15
7402	19 29 21.5	-07 02 38	 6.61	 1.10
7403	19 27 36.5	+37 56 28	 6.34	-0.14
7404	19 29 18.0	+00 14 46	 6.25	 1.32
7405	19 28 42.3	+24 39 54	 4.44	 1.50
7406	19 28 57.0	+24 46 07	 5.81	 1.03
7407	19 29 22.1	+14 35 45	 5.56	 1.05
7408	19 27 25.9	+52 19 14	 5.75	 0.00
7409	19 29 20.9	+20 16 47	 6.33	-0.10
7410	19 30 54.0	-21 18 44	 6.13	 0.12
7411	19 32 53.8	-53 11 09	 5.75	 0.30
7412	19 30 10.5	+02 54 15	 6.09	 1.82
7413	19 26 26.5	+62 33 26	 6.38	 1.39
7414	19 30 39.8	-02 47 20	 5.03	 1.75
7415	19 30 33.1	+03 26 40	 6.05	 0.01
7416	19 33 21.6	-45 16 19	 5.61	-0.04
7417	19 30 43.3	+27 57 35	 3.08	 1.13
7418	19 30 45.3	+27 57 55	 5.11	-0.10
7419	19 30 46.9	+36 13 43	 6.25	-0.04
7420	19 29 42.3	+51 43 47	 3.79	 0.14
7421	19 31 21.8	+26 37 02	 5.87	 0.93
7422	19 34 08.5	-40 02 05	 5.89	 0.09
7423	19 21 40.2	+79 36 10	 6.05	 0.07
7424	19 35 13.0	-48 05 57	 4.90	 1.09
7425	19 15 07.8	+83 27 46	 6.53	 0.10
7426	19 31 46.3	+34 27 11	 4.74	-0.14
7427	19 31 19.3	+50 18 24	 5.53	 1.25
7428	19 31 13.6	+55 43 55	 6.37	 1.16
7429	19 34 05.4	+07 22 44	 4.45	 1.17
7430	19 35 07.3	-10 33 37	 5.12	 1.13
7431	19 36 01.7	-24 43 09	 5.65	 0.19
7432	19 35 29.8	-07 27 37	 6.34	 1.12
7433	19 35 33.6	-12 15 10	 6.27	 1.09
7434	19 38 25.9	-57 59 00	 6.18	 0.97
7435	19 39 52.1	-66 41 08	 6.39	 0.02
7436	19 33 36.4	+38 45 44	 6.61	 0.03
7437	19 34 34.9	+19 46 24	 5.00	-0.09
7438	19 35 25.2	+02 54 48	 6.38	 0.41
7439	19 36 26.1	-18 51 10	 6.11	 0.27
7440	19 36 42.4	-24 53 01	 4.60	-0.07
7441	19 34 50.9	+29 27 47	 5.38	 0.55
7442	19 33 41.6	+49 15 45	 5.96	 1.64
7443	19 37 03.3	-18 13 52	 5.64	 1.26
7444	19 34 41.2	+42 24 46	 5.35	 0.05
7445	19 36 08.0	+11 09 00	 6.68	
7446	19 36 53.5	-07 01 39	 4.95	 0.00
7447	19 36 43.3	-01 17 11	 4.36	-0.08
7448	19 33 10.1	+60 09 31	 6.29	 1.57
7449	19 36 15.8	+14 23 30	 6.38	 1.04
7450	19 31 00.2	+70 59 22	 6.07	 1.41
7451	19 34 19.8	+51 14 12	 5.73	 0.48
7452	19 36 08.3	+22 35 09	 6.32	-0.07
7453	19 34 39.9	+48 09 53	 6.67	 0.24
7454	19 37 34.4	-14 18 06	 5.47	 0.50
7455	19 41 37.5	-65 51 15	 6.09	 1.55
7456	19 36 52.5	+11 16 24	 5.98	 0.88
7457	19 35 48.3	+36 56 40	 6.05	-0.11
7458	19 36 37.7	+20 19 58	 7.14	 1.32
7459	19 40 18.3	-54 25 03	 6.26	 1.00
7460	19 37 47.3	-04 38 51	 5.46	 0.43
7461	19 39 42.0	-45 16 41	 6.25	 0.28
7462	19 32 21.6	+69 39 40	 4.68	 0.79
7463	19 37 17.4	+16 27 46	 5.66	 1.02
7464	19 39 55.7	-39 26 00	 6.61	 0.23
7465	19 35 55.9	+50 14 19	 6.52	 1.06
7466	19 37 09.4	+29 20 01	 6.43	-0.09
7467	19 36 56.6	+38 23 02	 6.50	-0.15
7468	19 36 37.9	+44 41 42	 5.17	 0.93
7469	19 36 26.5	+50 13 16	 4.48	 0.38
7470	19 39 49.4	-23 25 40	 6.34	 0.03
7471	19 38 49.0	+03 22 54	 6.35	 0.04
7472	19 38 17.5	+20 46 58	 6.48	 1.08
7473	19 40 07.1	-23 25 43	 5.97	 1.04
7474	19 39 11.6	+05 23 52	 5.17	 0.03
7475	19 39 25.4	+16 34 17	 6.38	 2.07
7476	19 40 43.4	-16 17 36	 6.20	 1.13
7477	19 37 56.7	+49 17 04	 6.47	 0.99
7478	19 39 22.6	+30 09 12	 4.69	 0.97
7479	19 40 05.8	+18 00 50	 4.37	 0.78
7480	19 40 43.3	-00 37 16	 5.67	 0.11
7481	19 39 45.0	+33 58 45	 6.10	 0.08
7482	19 40 28.3	+20 28 36	 6.50	 0.39
7483	19 39 26.5	+42 49 06	 5.40	-0.08
7484	19 38 41.2	+54 58 26	 5.82	 0.44
7485	19 40 39.7	+23 43 03	 6.64	 0.01
7486	19 41 05.5	+13 48 56	 6.01	-0.08
7487	19 39 34.4	+45 57 29	 6.20	 0.90
7488	19 41 02.9	+17 28 34	 4.37	 1.05
7489	19 42 31.1	-16 07 26	 5.06	 0.33
7490	19 41 14.9	+22 27 10	 6.36	 1.53
7491	19 43 37.6	-37 32 20	 6.16	 0.01
7492	19 40 41.2	+43 04 40	 6.16	 1.56
7493	19 42 12.8	+12 11 36	 6.34	-0.03
7494	19 56 01.5	-81 20 59	 6.39	 1.40
7495	19 40 50.2	+45 31 30	 5.06	 0.40
7496	19 43 33.5	-15 28 12	 5.49	 0.46
7497	19 42 34.0	+11 49 36	 5.27	 0.57
7498	19 49 25.3	-72 30 12	 5.41	 0.22
7499	19 41 57.5	+40 15 14	 6.23	 0.18
7500	19 40 13.0	+60 30 26	 6.51	 0.22
7501	19 42 49.1	+29 19 54	 6.49	 0.33
7502	19 42 44.6	+32 25 36	 5.94	 0.11
7503	19 41 48.9	+50 31 31	 5.96	 0.64
7504	19 41 52.0	+50 31 03	 6.20	 0.66
7505	19 43 09.5	+30 40 43	 6.05	 0.00
7506	19 43 42.9	+25 46 19	 5.49	 0.93
7507	19 46 01.2	-31 54 31	 5.52	 0.02
7508	19 43 55.9	+27 08 08	 6.28	 1.10
